site,area,city,district,state,region,lat,lon,ne_count
IPO,South,Meerut,Meerut,Uttar Pradesh,North,28.968886,77.717821,1
TDO,East,Amravati,Amravati,Maharashtra,West,20.936234,77.768771,1
BRV,West,Jodhpur,Jodhpur,Rajasthan,North,26.243825,73.008761,1
CWP,South,Agra,Agra,Uttar Pradesh,North,27.161285,78.019201,1
RFA,Central,Rajahmundry,East Godavari,Andhra Pradesh,South,17.010727,81.803698,1
RQV,North,Ludhiana,Ludhiana,Punjab,North,30.906295,75.870411,1
VOX,Greater Noida,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,28.527902,77.406445,1
MKM,North,Silchar,Cachar,Assam,Northeast,24.833758,92.791759,1
JKP,South,Bokaro Steel City,Bokaro,Jharkhand,East,23.650658,86.149621,1
AOR,East,Siliguri,Darjeeling,West Bengal,East,26.728304,88.385924,1
CRV,East,Nashik,Nashik,Maharashtra,West,19.988662,73.783782,1
VEX,Five Roads,Salem,Salem,Tamil Nadu,South,11.674204,78.146706,1
TKD,North,Margao,South Goa,Goa,West,15.282811,73.998662,1
KMN,East,Satara,Satara,Maharashtra,West,17.682297,74.007188,1
IOC,North,Satara,Satara,Maharashtra,West,17.679266,74.033291,1
BFG,Central,Malegaon,Nashik,Maharashtra,West,20.569876,74.529095,1
ANV,South,Solapur,Solapur,Maharashtra,West,17.643204,75.906745,1
ILN,Sector 16,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,28.544133,77.374288,1
FBO,North,Anand,Anand,Gujarat,West,22.564752,72.943334,1
DAJ,Sector 56,Gurgaon,Gurugram,Haryana,North,28.449944,77.041676,1
CBF,North,Imphal,Imphal West,Manipur,Northeast,24.817771,93.950913,1
TFJ,East,Satara,Satara,Maharashtra,West,17.679545,74.009484,1
NVN,Malviya Nagar,Jaipur,Jaipur,Rajasthan,North,26.922514,75.798002,1
DHC,North,Jalandhar,Jalandhar,Punjab,North,31.326477,75.592181,1
PRW,East,Udaipur,Udaipur,Rajasthan,North,24.586379,73.700019,1
SFU,North,Bidar,Bidar,Karnataka,South,17.912872,77.545865,1
EAM,Rajwada,Indore,Indore,Madhya Pradesh,Central,22.710763,75.857543,1
NLC,North,Gwalior,Gwalior,Madhya Pradesh,Central,26.22076,78.195008,1
TZC,Central,Gwalior,Gwalior,Madhya Pradesh,Central,26.230509,78.181684,1
EPI,North,Ujjain,Ujjain,Madhya Pradesh,Central,23.177277,75.803442,1
PSJ,South,Jhansi,Jhansi,Uttar Pradesh,North,25.429849,78.569823,1
SRF,Vijay Nagar,Indore,Indore,Madhya Pradesh,Central,22.729157,75.856746,1
LXN,Madhurawada,Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,17.678799,83.233682,1
HRA,Central,Bathinda,Bathinda,Punjab,North,30.220279,74.944016,1
FGC,South,Gorakhpur,Gorakhpur,Uttar Pradesh,North,26.74433,83.374338,1
WTV,North,Loni,Ghaziabad,Uttar Pradesh,North,28.740792,77.301831,1
BFW,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.532069,87.3113,1
LEV,Central,Loni,Ghaziabad,Uttar Pradesh,North,28.752839,77.28844,1
JSM,East,Agartala,West Tripura,Tripura,Northeast,23.833003,91.275032,1
XID,East,Bhuj,Kutch,Gujarat,West,23.254453,69.657619,1
RCT,Arera Colony,Bhopal,Bhopal,Madhya Pradesh,Central,23.267005,77.424657,1
LDF,East,Loni,Ghaziabad,Uttar Pradesh,North,28.740665,77.279288,1
DJI,East,Bilaspur,Bilaspur,Chhattisgarh,Central,22.079444,82.128076,1
NHM,Central,Firozabad,Firozabad,Uttar Pradesh,North,27.168584,78.393957,1
DBR,Central,Bareilly,Bareilly,Uttar Pradesh,North,28.377477,79.42907,1
ITS,Vartak Nagar,Thane,Thane,Maharashtra,West,19.208673,72.993767,1
VAH,Central,Gaya,Gaya,Bihar,East,24.801586,84.999183,1
GDE,South,Loni,Ghaziabad,Uttar Pradesh,North,28.724074,77.28719,1
OHX,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.52237,87.299199,1
MFF,North,Gangtok,East Sikkim,Sikkim,Northeast,27.339958,88.619858,1
JUM,South,Udaipur,Udaipur,Rajasthan,North,24.567146,73.710527,1
VGA,North,Dhule,Dhule,Maharashtra,West,20.903659,74.787901,1
BAN,Khanapara,Guwahati,Kamrup Metro,Assam,Northeast,26.151514,91.722195,1
KHE,North,Loni,Ghaziabad,Uttar Pradesh,North,28.741227,77.302483,1
TAW,North,Aligarh,Aligarh,Uttar Pradesh,North,27.899209,78.103753,1
LCY,East,Agartala,West Tripura,Tripura,Northeast,23.831804,91.274067,1
TPH,North,Port Blair,Cuddalore,Tamil Nadu,South,11.749168,79.786854,1
RAN,East,Roorkee,Haridwar,Uttarakhand,North,29.853013,77.875877,1
TAE,Central,Panipat,Panipat,Haryana,North,29.402138,76.962549,1
CAX,Central,Bikaner,Bikaner,Rajasthan,North,28.034859,73.310512,1
DNO,Central,Jamshedpur,East Singhbhum,Jharkhand,East,22.815636,86.203649,1
KEY,East,Kanpur,Kanpur Nagar,Uttar Pradesh,North,26.439981,80.324625,1
VQN,Central,Brahmapur,Ganjam,Odisha,East,19.325857,84.795402,1
NAS,Central,Akbarpur,Ambedkar Nagar,Uttar Pradesh,North,26.439208,82.537728,1
BNT,North,Jamshedpur,East Singhbhum,Jharkhand,East,22.808915,86.214626,1
RYB,East,Agartala,West Tripura,Tripura,Northeast,23.832046,91.275802,1
MVF,South,Margao,South Goa,Goa,West,15.266772,73.988104,1
KDG,North,Nadiad,Kheda,Gujarat,West,22.69232,72.878185,1
EKK,Colaba,Mumbai,Mumbai,Maharashtra,West,19.068253,72.870773,1
PLM,South,Ballari,Ballari,Karnataka,South,15.122999,76.919403,1
QAS,North,Anand,Anand,Gujarat,West,22.562715,72.945111,1
LNF,Central,Mathura,Mathura,Uttar Pradesh,North,27.501439,77.672231,1
SWX,North,Imphal,Imphal West,Manipur,Northeast,24.81518,93.9523,1
VCR,Central,Margao,South Goa,Goa,West,15.293587,73.985126,1
PJS,South,Dibrugarh,Dibrugarh,Assam,Northeast,27.456194,94.912107,1
ZLY,North,Bokaro Steel City,Bokaro,Jharkhand,East,23.667344,86.164158,1
AAC,Colaba,Mumbai,Mumbai,Maharashtra,West,19.067449,72.869777,1
MFN,Hinoo,Ranchi,Ranchi,Jharkhand,East,23.334344,85.324016,1
NON,South,Rourkela,Sundargarh,Odisha,East,22.243439,84.853382,1
LDV,South,Silchar,Cachar,Assam,Northeast,24.814711,92.777516,1
BJS,North,Agartala,West Tripura,Tripura,Northeast,23.830341,91.30002,1
WGL,Central,Dhule,Dhule,Maharashtra,West,20.916293,74.772945,1
FGE,Central,Kamarhati,North 24 Parganas,West Bengal,East,22.679428,88.369471,1
XEM,South,Ujjain,Ujjain,Madhya Pradesh,Central,23.158935,75.789616,1
KOE,North,Agartala,West Tripura,Tripura,Northeast,23.831954,91.301848,1
FCT,North,Anantapur,Anantapur,Andhra Pradesh,South,14.681145,77.616593,1
NYC,Kalwa,Thane,Thane,Maharashtra,West,19.206618,72.979927,1
SBP,East,Malegaon,Nashik,Maharashtra,West,20.55689,74.518096,1
TTH,South,Loni,Ghaziabad,Uttar Pradesh,North,28.724072,77.289178,1
NRN,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.521736,87.300316,1
HVN,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.520006,87.326972,1
ILT,North,Malegaon,Nashik,Maharashtra,West,20.559257,74.541331,1
DOR,Sector 56,Gurgaon,Gurugram,Haryana,North,28.449345,77.042041,1
DIA,North,Srinagar,Srinagar,Jammu and Kashmir,North,34.086424,74.809765,1
JTF,North,Nellore,Nellore,Andhra Pradesh,South,14.441024,80.001552,1
DHJ,South,Kohima,Kohima,Nagaland,Northeast,25.658307,94.108756,1
USA,North,Kohima,Kohima,Nagaland,Northeast,25.676061,94.121921,1
CWH,South,Dhule,Dhule,Maharashtra,West,20.887746,74.772918,1
DBP,Saraswathipuram,Mysuru,Mysuru,Karnataka,South,12.297733,76.628053,1
EES,South,Amritsar,Amritsar,Punjab,North,31.618862,74.880954,1
YSV,West,Jamshedpur,East Singhbhum,Jharkhand,East,22.809178,86.189917,1
RTA,South,Rajahmundry,East Godavari,Andhra Pradesh,South,16.982703,81.804836,1
UMB,Vijayanagar,Mysuru,Mysuru,Karnataka,South,12.277107,76.640726,1
YTA,Hinoo,Ranchi,Ranchi,Jharkhand,East,23.335829,85.324718,1
NVH,South,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.166805,79.996301,1
VVG,South,Amravati,Amravati,Maharashtra,West,20.921105,77.779677,1
HPR,North,Bidar,Bidar,Karnataka,South,17.912438,77.54346,1
GWB,Manjalpur,Vadodara,Vadodara,Gujarat,West,22.314497,73.165023,1
LBM,South,Silchar,Cachar,Assam,Northeast,24.816621,92.778195,1
EQA,East,Patiala,Patiala,Punjab,North,30.340854,76.376987,1
TNB,AB Road,Indore,Indore,Madhya Pradesh,Central,22.730239,75.842711,1
NTJ,East,Port Blair,Cuddalore,Tamil Nadu,South,11.749867,79.759088,1
SUH,Central,Bathinda,Bathinda,Punjab,North,30.221087,74.944584,1
VRP,South,Kolhapur,Kolhapur,Maharashtra,West,16.685851,74.244259,1
ALV,Central,Nanded,Nanded,Maharashtra,West,19.150332,77.322658,1
ELR,Civil Lines,Nagpur,Nagpur,Maharashtra,West,21.135941,79.104957,1
DFS,Central,Jamshedpur,East Singhbhum,Jharkhand,East,22.817312,86.201556,1
OLX,Central,Gorakhpur,Gorakhpur,Uttar Pradesh,North,26.770303,83.374487,1
JVA,Central,Panipat,Panipat,Haryana,North,29.402335,76.965036,1
AXN,Central,Warangal,Warangal Urban,Telangana,South,17.979816,79.595327,1
NYN,Central,Mathura,Mathura,Uttar Pradesh,North,27.50233,77.672451,1
DCB,South,Korba,Korba,Chhattisgarh,Central,22.340872,82.751029,1
SRT,East,Ujjain,Ujjain,Madhya Pradesh,Central,23.174656,75.77854,1
IFC,South,Amravati,Amravati,Maharashtra,West,20.920768,77.780158,1
AHP,South,Sangli,Sangli,Maharashtra,West,16.832935,74.583162,1
CSK,South,Itanagar,Papum Pare,Arunachal Pradesh,Northeast,27.084747,93.606321,1
NEZ,South,Aligarh,Aligarh,Uttar Pradesh,North,27.881057,78.086237,1
WLC,Ganapathy,Coimbatore,Coimbatore,Tamil Nadu,South,11.026986,76.939881,1
TWH,East,Thrissur,Thrissur,Kerala,South,10.526247,76.203249,1
KEZ,East,Itanagar,Papum Pare,Arunachal Pradesh,Northeast,27.102759,93.596276,1
KUN,East,Bidar,Bidar,Karnataka,South,17.913876,77.519865,1
ANF,South,Anantapur,Anantapur,Andhra Pradesh,South,14.662876,77.601811,1
NPL,East,Thrissur,Thrissur,Kerala,South,10.52779,76.203093,1
PDH,Central,Dhule,Dhule,Maharashtra,West,20.913539,74.774954,1
GWE,Peelamedu,Coimbatore,Coimbatore,Tamil Nadu,South,11.008402,76.970815,1
ZSY,Central,Sambalpur,Sambalpur,Odisha,East,21.47621,83.974133,1
LPM,MVP Colony,Visakhapatnam,Visakhapatnam,Andhra Pradesh,South,17.697661,83.217158,1
OCH,East,Karnal,Karnal,Haryana,North,29.687332,76.979379,1
ZKD,North,Jamnagar,Jamnagar,Gujarat,West,22.470603,70.073646,1
APU,North,Agartala,West Tripura,Tripura,Northeast,23.83047,91.30038,1
WXC,Manimajra,Chandigarh,Chandigarh,Chandigarh,North,30.720565,76.78096,1
FTP,South,Mysore,Mysuru,Karnataka,South,12.277744,76.638237,1
TRX,Beach Road,Thoothukudi,Thoothukudi,Tamil Nadu,South,8.765585,78.147847,1
LGR,Fatehgunj,Vadodara,Vadodara,Gujarat,West,22.299392,73.196792,1
RFN,North,Asansol,Paschim Bardhaman,West Bengal,East,23.672733,86.967246,1
HPJ,North,Kolhapur,Kolhapur,Maharashtra,West,16.706608,74.257826,1
OKK,Sector 16,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,28.543738,77.376691,1
GPG,Central,Bhilwara,Bhilwara,Rajasthan,North,25.358696,74.63724,1
YKL,Central,Dibrugarh,Dibrugarh,Assam,Northeast,27.483942,94.910692,1
NOI,Central,Moradabad,Moradabad,Uttar Pradesh,North,28.849505,78.777785,1
XHA,Central,Gwalior,Gwalior,Madhya Pradesh,Central,26.22934,78.181609,1
ABK,South,Junagadh,Junagadh,Gujarat,West,21.504129,70.458039,1
AFJ,Central,Belgaum,Belgaum,Karnataka,South,15.86181,74.496331,1
KAO,Sector 62,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,28.541339,77.401577,1
LPP,Naranpura,Ahmedabad,Ahmedabad,Gujarat,West,23.030528,72.564929,1
WKT,North,Kamarhati,North 24 Parganas,West Bengal,East,22.669778,88.383744,1
CTA,Central,Bokaro Steel City,Bokaro,Jharkhand,East,23.678129,86.151457,1
OIH,Central,Mathura,Mathura,Uttar Pradesh,North,27.503082,77.671709,1
RMM,North,Nadiad,Kheda,Gujarat,West,22.692586,72.879241,1
XJO,Greater Noida,Noida,Gautam Buddha Nagar,Uttar Pradesh,North,28.526431,77.407472,1
PVB,North,Dhule,Dhule,Maharashtra,West,20.905032,74.789523,1
FUM,South,Latur,Latur,Maharashtra,West,18.38897,76.558783,1
SYP,Central,Davanagere,Davanagere,Karnataka,South,14.475643,75.920856,1
XPM,Central,Ludhiana,Ludhiana,Punjab,North,30.912184,75.858108,1
MPQ,Central,Gorakhpur,Gorakhpur,Uttar Pradesh,North,26.769497,83.372398,1
BAD,Boring Road,Patna,Patna,Bihar,East,25.604167,85.136715,1
UIL,North,Satara,Satara,Maharashtra,West,17.680164,74.034681,1
KOP,South,Agartala,West Tripura,Tripura,Northeast,23.81251,91.285759,1
CCK,Central,Latur,Latur,Maharashtra,West,18.418138,76.56061,1
EFG,South,Kanpur,Kanpur Nagar,Uttar Pradesh,North,26.435733,80.342046,1
HKN,East,Davanagere,Davanagere,Karnataka,South,14.462569,75.910773,1
SYM,South,Agartala,West Tripura,Tripura,Northeast,23.812576,91.285793,1
FKE,South,Ujjain,Ujjain,Madhya Pradesh,Central,23.159003,75.788905,1
RSX,South,Asansol,Paschim Bardhaman,West Bengal,East,23.654914,86.952415,1
FXA,AB Road,Indore,Indore,Madhya Pradesh,Central,22.728659,75.843889,1
HCW,Chithode,Erode,Erode,Tamil Nadu,South,11.323035,77.716998,1
UVP,North,Firozabad,Firozabad,Uttar Pradesh,North,27.160306,78.412096,1
RRF,Central,Tiruvottiyur,Tiruvallur,Tamil Nadu,South,13.174373,80.301716,1
MLC,East,Srinagar,Srinagar,Jammu and Kashmir,North,34.073454,74.78935,1
NYT,North,Gulbarga,Kalaburagi,Karnataka,South,17.328832,76.849279,1
JNC,Benz Circle,Vijayawada,Krishna,Andhra Pradesh,South,16.513153,80.661121,1
ASS,East,Silchar,Cachar,Assam,Northeast,24.83208,92.769922,1
RZA,East,Dhule,Dhule,Maharashtra,West,20.903302,74.762901,1
OEC,North,Kalyan,Thane,Maharashtra,West,19.249339,73.147673,1
XJN,South,Dhule,Dhule,Maharashtra,West,20.88732,74.774559,1
BVE,Vazhuthacaud,Thiruvananthapuram,Thiruvananthapuram,Kerala,South,8.518588,76.923043,1
CPY,South,Loni,Ghaziabad,Uttar Pradesh,North,28.720987,77.288518,1
DCS,East,Gorakhpur,Gorakhpur,Uttar Pradesh,North,26.760289,83.363367,1
COJ,Central,Anantapur,Anantapur,Andhra Pradesh,South,14.692985,77.599167,1
GVC,South,Ujjain,Ujjain,Madhya Pradesh,Central,23.159707,75.789582,1
CUU,Central,Korba,Korba,Chhattisgarh,Central,22.369764,82.751266,1
BEP,North,Durgapur,Paschim Bardhaman,West Bengal,East,23.518832,87.32543,1
QRS,North,Davanagere,Davanagere,Karnataka,South,14.463322,75.934805,1
MDM,East,Margao,South Goa,Goa,West,15.284294,73.97427,1
MYC,Indirapuram,Ghaziabad,Ghaziabad,Uttar Pradesh,North,28.680698,77.453921,1
PKO,North,Kolhapur,Kolhapur,Maharashtra,West,16.704621,74.259203,1
AGY,Goregaon,Mumbai,Mumbai,Maharashtra,West,19.071603,72.864196,1
VLV,North,Loni,Ghaziabad,Uttar Pradesh,North,28.740805,77.304989,1
YPC,South,Kanpur,Kanpur Nagar,Uttar Pradesh,North,26.433821,80.342569,1
HPO,Central,Ahmednagar,Ahmednagar,Maharashtra,West,19.10377,74.749502,1
EPH,Central,Varanasi,Varanasi,Uttar Pradesh,North,25.326995,82.975605,1
CLE,Auto Nagar,Vijayawada,Krishna,Andhra Pradesh,South,16.493878,80.648715,1
DIB,East,Allahabad,Prayagraj,Uttar Pradesh,North,25.427548,81.838538,1
VLP,North,Dibrugarh,Dibrugarh,Assam,Northeast,27.472984,94.927087,1
QML,Peelamedu,Coimbatore,Coimbatore,Tamil Nadu,South,11.009291,76.972421,1
WTM,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.522334,87.302072,1
XKJ,East,Kalyan,Thane,Maharashtra,West,19.233822,73.1294,1
OAA,South,Jalandhar,Jalandhar,Punjab,North,31.307618,75.577869,1
DVC,South,Mathura,Mathura,Uttar Pradesh,North,27.475101,77.672318,1
GDN,Central,Udaipur,Udaipur,Rajasthan,North,24.597732,73.71382,1
PZC,North,Aizawl,Aizawl,Mizoram,Northeast,23.728185,92.730762,1
CKA,Central,Kolhapur,Kolhapur,Maharashtra,West,16.717667,74.24158,1
NBY,East,Anand,Anand,Gujarat,West,22.565158,72.918639,1
JUT,North,Jalandhar,Jalandhar,Punjab,North,31.327187,75.592211,1
MME,Bhavani Road,Erode,Erode,Tamil Nadu,South,11.350532,77.715374,1
HDS,Central,Solapur,Solapur,Maharashtra,West,17.668764,75.904659,1
QQP,North,Davanagere,Davanagere,Karnataka,South,14.463492,75.934325,1
KWD,South,Davanagere,Davanagere,Karnataka,South,14.444563,75.921114,1
WRT,North,Ratnagiri,Ratnagiri,Maharashtra,West,16.995636,73.314359,1
NPZ,South,Nellore,Nellore,Andhra Pradesh,South,14.425635,79.987411,1
XRR,South,Jalandhar,Jalandhar,Punjab,North,31.30646,75.576209,1
ENF,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.518617,87.299496,1
ZVC,Five Roads,Salem,Salem,Tamil Nadu,South,11.674247,78.14792,1
SEU,Central,Ambattur,Tiruvallur,Tamil Nadu,South,13.110257,80.162777,1
GAP,Central,Jalandhar,Jalandhar,Punjab,North,31.338552,75.576792,1
CGE,North,Satara,Satara,Maharashtra,West,17.67894,74.031747,1
AEB,Central,Rourkela,Sundargarh,Odisha,East,22.26958,84.854114,1
RNI,South,Jodhpur,Jodhpur,Rajasthan,North,26.223227,73.035038,1
NGB,Saibaba Colony,Coimbatore,Coimbatore,Tamil Nadu,South,11.022545,76.967202,1
XPT,Central,Port Blair,Cuddalore,Tamil Nadu,South,11.758103,79.770241,1
ZEE,North,Margao,South Goa,Goa,West,15.28485,74.001436,1
ZOL,East,Satara,Satara,Maharashtra,West,17.678722,74.00769,1
KCH,South,Saharanpur,Saharanpur,Uttar Pradesh,North,29.948592,77.556345,1
LVM,Central,Kollam,Kollam,Kerala,South,8.903352,76.615396,1
LGS,South,Bhilai,Durg,Chhattisgarh,Central,21.175013,81.350634,1
VCL,Benz Circle,Vijayawada,Krishna,Andhra Pradesh,South,16.515076,80.659519,1
KSX,South,Davanagere,Davanagere,Karnataka,South,14.445442,75.923608,1
NZU,East,Anand,Anand,Gujarat,West,22.563785,72.917607,1
XGS,East,Dhule,Dhule,Maharashtra,West,20.905219,74.762191,1
UBB,Central,Bilaspur,Bilaspur,Chhattisgarh,Central,22.091271,82.139996,1
HQB,DLF Phase 1,Gurgaon,Gurugram,Haryana,North,28.466793,77.04065,1
HAO,Central,Junagadh,Junagadh,Gujarat,West,21.533331,70.459683,1
CMW,East,Margao,South Goa,Goa,West,15.281965,73.977071,1
JMX,GS Road,Guwahati,Kamrup Metro,Assam,Northeast,26.137421,91.751292,1
MSV,South,Anantapur,Anantapur,Andhra Pradesh,South,14.665402,77.60107,1
QNM,South,Roorkee,Haridwar,Uttarakhand,North,29.834687,77.887382,1
TTZ,Arera Colony,Bhopal,Bhopal,Madhya Pradesh,Central,23.267111,77.424156,1
CKP,North,Tiruvottiyur,Tiruvallur,Tamil Nadu,South,13.164738,80.31458,1
CFX,South,Shillong,East Khasi Hills,Meghalaya,Northeast,25.562596,91.893008,1
XJH,Central,Kalyan,Thane,Maharashtra,West,19.255729,73.135021,1
REA,Central,Aurangabad,Aurangabad,Maharashtra,West,19.886627,75.343044,1
LVK,Nerul,Navi Mumbai,Thane,Maharashtra,West,19.022981,73.04601,1
ZTC,North,Nashik,Nashik,Maharashtra,West,20.000333,73.80328,1
JES,East,Kolhapur,Kolhapur,Maharashtra,West,16.703936,74.231076,1
MON,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.519066,87.300567,1
UUO,North,Siliguri,Darjeeling,West Bengal,East,26.727792,88.410327,1
UCF,Karelibaug,Vadodara,Vadodara,Gujarat,West,22.298154,73.182328,1
LNS,North,Amritsar,Amritsar,Punjab,North,31.636791,74.886379,1
VDB,South,Jhansi,Jhansi,Uttar Pradesh,North,25.429386,78.569852,1
NFO,East,Rajahmundry,East Godavari,Andhra Pradesh,South,16.999974,81.791725,1
PFI,North,Anantapur,Anantapur,Andhra Pradesh,South,14.680916,77.613829,1
HDR,Singanallur,Coimbatore,Coimbatore,Tamil Nadu,South,11.006438,76.954054,1
HHH,North,Gaya,Gaya,Bihar,East,24.790131,85.015435,1
YPI,Central,Kalyan,Thane,Maharashtra,West,19.253948,73.134693,1
RBK,Central,Agartala,West Tripura,Tripura,Northeast,23.844072,91.288762,1
CWK,South,Jodhpur,Jodhpur,Rajasthan,North,26.224368,73.036486,1
MDD,North,Shillong,East Khasi Hills,Meghalaya,Northeast,25.576917,91.909336,1
NIR,Fatehgunj,Vadodara,Vadodara,Gujarat,West,22.299757,73.19522,1
JMR,Pattom,Thiruvananthapuram,Thiruvananthapuram,Kerala,South,8.534497,76.938265,1
STJ,Chithode,Erode,Erode,Tamil Nadu,South,11.321638,77.717269,1
SBE,Central,Saharanpur,Saharanpur,Uttar Pradesh,North,29.980511,77.554445,1
LGW,North,Kozhikode,Kozhikode,Kerala,South,11.256826,75.794232,1
GRP,Central,Dibrugarh,Dibrugarh,Assam,Northeast,27.484981,94.912663,1
ZCS,East,Aizawl,Aizawl,Mizoram,Northeast,23.728827,92.708448,1
LSW,South,Durgapur,Paschim Bardhaman,West Bengal,East,23.502403,87.310472,1
DZR,South,Kamarhati,North 24 Parganas,West Bengal,East,22.650473,88.371857,1
FGI,Central,Jammu,Jammu,Jammu and Kashmir,North,32.735985,74.856126,1
QJK,East,Mathura,Mathura,Uttar Pradesh,North,27.492186,77.663475,1
HKP,Central,Agartala,West Tripura,Tripura,Northeast,23.843571,91.285182,1
WTF,Central,Karnal,Karnal,Haryana,North,29.695435,76.992115,1
WHN,Central,Latur,Latur,Maharashtra,West,18.419138,76.561258,1
BOQ,Sushant Lok,Gurgaon,Gurugram,Haryana,North,28.450545,77.01227,1
DUF,South,Kollam,Kollam,Kerala,South,8.873669,76.615443,1
DPW,North,Kurnool,Kurnool,Andhra Pradesh,South,15.826221,78.050911,1
MSW,West,Jabalpur,Jabalpur,Madhya Pradesh,Central,23.185483,79.974675,1
THB,South,Loni,Ghaziabad,Uttar Pradesh,North,28.721772,77.289651,1
UNB,South,Anand,Anand,Gujarat,West,22.546151,72.928089,1
NZE,Central,Ambala,Ambala,Haryana,North,30.389686,76.778333,1
BTY,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.531373,87.311562,1
CME,RS Puram,Coimbatore,Coimbatore,Tamil Nadu,South,11.029447,76.954407,1
GSJ,South,Anantapur,Anantapur,Andhra Pradesh,South,14.662426,77.601665,1
ZST,East,Sambalpur,Sambalpur,Odisha,East,21.46674,83.964261,1
PTH,East,Durgapur,Paschim Bardhaman,West Bengal,East,23.518884,87.299628,1
XFS,East,Dibrugarh,Dibrugarh,Assam,Northeast,27.472666,94.899486,1
MYY,DLF Phase 1,Gurgaon,Gurugram,Haryana,North,28.464907,77.038185,1
VFT,Central,Junagadh,Junagadh,Gujarat,West,21.53288,70.457381,1
EAZ,Central,Kakinada,East Godavari,Andhra Pradesh,South,17.001885,82.247253,1
WHY,Central,Sambalpur,Sambalpur,Odisha,East,21.478363,83.974545,1
NWR,Central,Durgapur,Paschim Bardhaman,West Bengal,East,23.532799,87.312347,1
NNT,North,Rourkela,Sundargarh,Odisha,East,22.261469,84.869012,1
UCV,East,Hisar,Hisar,Haryana,North,29.150061,75.71001,1
BKH,North,Firozabad,Firozabad,Uttar Pradesh,North,27.159613,78.41148,1
BFK,South,Agartala,West Tripura,Tripura,Northeast,23.812297,91.288604,1
EOB,Vannarpet,Tirunelveli,Tirunelveli,Tamil Nadu,South,8.712642,77.747036,1
XWV,South,Brahmapur,Ganjam,Odisha,East,19.29742,84.792424,1
GLS,East,Itanagar,Papum Pare,Arunachal Pradesh,Northeast,27.101911,93.595404,1
ZZC,East,Belgaum,Belgaum,Karnataka,South,15.847976,74.486201,1
BST,East,Muzaffarpur,Muzaffarpur,Bihar,East,26.122462,85.353868,1
HAI,East,Ambala,Ambala,Haryana,North,30.379496,76.76444,1
NTY,Central,Firozabad,Firozabad,Uttar Pradesh,North,27.170413,78.396629,1
ORN,Central,Kamarhati,North 24 Parganas,West Bengal,East,22.679918,88.369905,1
DCJ,East,Anantapur,Anantapur,Andhra Pradesh,South,14.683128,77.589813,1
BCK,South,Anand,Anand,Gujarat,West,22.54485,72.928807,1
